member_id,tier,rule_names_fired,trigger_metric,trigger_value,threshold,default_propensity_score,risk_band,priority_rank,constraint_override,constraint_override_reason,recommended_action,constraint_compliant_action,time_window_for_response,excluded_reason,last_actioned_date,days_since_last_contribution,withdrawal_surge_index,loan_outstanding_kes,par30_breach_flag,compliance_status,regulatory_liquid_ratio_pct,loan_to_deposit_ratio_pct
STM00283,Standard,"Liquidity Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,9.08,45 days / WSI 2.0,0.1,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 9.1%.,,Same day / 2 working days,capacity_limit,2024-11-28,2.0,0.62,143281.25,0,BREACH,9.08,67.95
STM00303,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,87.09,45 days / WSI 2.0,0.1,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 87.1%.,,Same day / 2 working days,capacity_limit,,25.0,0.57,324282.95,0,BREACH,14.32,87.09
STM00315,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,86.96,45 days / WSI 2.0,0.1,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 87.0%.,,Same day / 2 working days,capacity_limit,2024-09-29,5.0,0.41,359987.23,0,BREACH,10.88,86.96
STM00426,Basic,"Liquidity Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,8.54,60 days / WSI 2.0,0.1,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 8.5%.,,Same day / 2 working days,capacity_limit,2024-11-16,25.0,0.59,25722.57,0,BREACH,8.54,68.76
STM00457,Basic,"Liquidity Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,9.19,60 days / WSI 2.0,0.1,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 9.2%.,,Same day / 2 working days,capacity_limit,2024-09-03,8.0,1.52,98870.21,0,BREACH,9.19,63.82
STM00494,Basic,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,86.56,60 days / WSI 2.0,0.1,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 86.6%.,,Same day / 2 working days,capacity_limit,2024-09-11,27.0,1.41,50970.38,0,BREACH,19.44,86.56
STM00521,Basic,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,80.14,60 days / WSI 2.0,0.1,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 80.1%.,,Same day / 2 working days,capacity_limit,2024-10-21,26.0,1.73,90323.67,0,BREACH,16.84,80.14
STM00522,Basic,"Liquidity Ratio Breach, LTD Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,9.91,60 days / WSI 2.0,0.1,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 9.9%.,,Same day / 2 working days,capacity_limit,,14.0,1.72,21892.92,0,BREACH,9.91,84.76
STM00531,Basic,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,86.48,60 days / WSI 2.0,0.1,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 86.5%.,,Same day / 2 working days,capacity_limit,2024-10-21,9.0,0.94,36213.67,0,BREACH,16.24,86.48
STM00532,Basic,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,84.68,60 days / WSI 2.0,0.1,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 84.7%.,,Same day / 2 working days,capacity_limit,,15.0,0.54,47750.46,0,BREACH,20.77,84.68
STM00549,Basic,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,80.49,60 days / WSI 2.0,0.1,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 80.5%.,,Same day / 2 working days,capacity_limit,2024-10-04,5.0,0.94,73122.79,0,BREACH,16.88,80.49
STM00012,Premium,LTD Ratio Breach,loan_to_deposit_ratio_pct,80.57,30 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 80.6%.,,Same day / 2 working days,capacity_limit,,9.0,1.5,654109.49,0,BREACH,19.72,80.57
STM00020,Premium,LTD Ratio Breach,loan_to_deposit_ratio_pct,82.98,30 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 83.0%.,,Same day / 2 working days,capacity_limit,,7.0,0.6,388332.95,0,BREACH,21.99,82.98
STM00022,Premium,LTD Ratio Breach,loan_to_deposit_ratio_pct,80.84,30 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 80.8%.,,Same day / 2 working days,capacity_limit,2024-09-28,13.0,1.33,830066.36,0,BREACH,20.59,80.84
STM00027,Premium,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,82.06,30 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 82.1%.,,Same day / 2 working days,capacity_limit,2024-11-06,1.0,0.96,314698.56,0,BREACH,16.35,82.06
STM00029,Premium,"Liquidity Ratio Breach, LTD Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,9.71,30 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 9.7%.,,Same day / 2 working days,capacity_limit,2024-11-06,11.0,1.68,633585.91,0,BREACH,9.71,84.42
STM00047,Premium,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,83.7,30 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 83.7%.,,Same day / 2 working days,capacity_limit,,18.0,1.39,375320.51,0,BREACH,17.8,83.7
STM00050,Premium,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,86.37,30 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 86.4%.,,Same day / 2 working days,capacity_limit,,22.0,1.36,1220620.83,0,BREACH,15.92,86.37
STM00062,Premium,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,85.24,30 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 85.2%.,,Same day / 2 working days,capacity_limit,,10.0,1.26,892498.22,0,BREACH,20.11,85.24
STM00092,Standard,"Liquidity Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,9.07,45 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 9.1%.,,Same day / 2 working days,capacity_limit,,11.0,0.75,59437.12,0,BREACH,9.07,67.06
STM00096,Standard,"Liquidity Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,9.33,45 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 9.3%.,,Same day / 2 working days,capacity_limit,,3.0,1.74,57049.23,0,BREACH,9.33,65.45
STM00100,Standard,"Liquidity Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,9.97,45 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 10.0%.,,Same day / 2 working days,capacity_limit,,21.0,0.73,182936.7,0,BREACH,9.97,63.33
STM00113,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,86.06,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 86.1%.,,Same day / 2 working days,capacity_limit,2024-11-01,11.0,0.68,103765.7,0,BREACH,16.96,86.06
STM00122,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,85.7,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 85.7%.,,Same day / 2 working days,capacity_limit,,7.0,0.72,258379.76,0,BREACH,12.08,85.7
STM00128,Standard,"Liquidity Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,8.76,45 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 8.8%.,,Same day / 2 working days,capacity_limit,,9.0,0.67,114019.97,0,BREACH,8.76,63.69
STM00130,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,87.14,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 87.1%.,,Same day / 2 working days,capacity_limit,2024-09-04,26.0,1.57,352426.7,0,BREACH,19.65,87.14
STM00131,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,84.87,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 84.9%.,,Same day / 2 working days,capacity_limit,,7.0,1.6,136748.41,0,BREACH,15.91,84.87
STM00149,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,80.95,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 81.0%.,,Same day / 2 working days,capacity_limit,,8.0,0.66,120883.24,0,BREACH,12.48,80.95
STM00151,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,83.36,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 83.4%.,,Same day / 2 working days,capacity_limit,,16.0,1.1,108329.72,0,BREACH,16.92,83.36
STM00158,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,85.32,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 85.3%.,,Same day / 2 working days,capacity_limit,,21.0,0.84,145027.88,0,BREACH,14.48,85.32
STM00159,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,84.82,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 84.8%.,,Same day / 2 working days,capacity_limit,,26.0,1.67,324057.27,0,BREACH,21.76,84.82
STM00165,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,81.56,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 81.6%.,,Same day / 2 working days,capacity_limit,2024-11-11,25.0,1.69,377323.94,0,BREACH,13.16,81.56
STM00172,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,84.84,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 84.8%.,,Same day / 2 working days,capacity_limit,,18.0,0.59,82642.88,0,BREACH,12.79,84.84
STM00173,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,84.55,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 84.5%.,,Same day / 2 working days,capacity_limit,,9.0,1.69,249255.69,0,BREACH,19.64,84.55
STM00174,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,82.14,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 82.1%.,,Same day / 2 working days,capacity_limit,2024-11-18,17.0,1.44,338797.7,0,BREACH,13.83,82.14
STM00175,Standard,"Liquidity Ratio Breach, LTD Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,9.98,45 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 10.0%.,,Same day / 2 working days,capacity_limit,,13.0,0.8,261761.61,0,BREACH,9.98,87.11
STM00178,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,82.23,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 82.2%.,,Same day / 2 working days,capacity_limit,2024-11-13,6.0,0.81,103067.27,0,BREACH,20.97,82.23
STM00181,Standard,"Liquidity Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,9.48,45 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 9.5%.,,Same day / 2 working days,capacity_limit,2024-09-29,,1.17,67521.61,0,BREACH,9.48,68.55
STM00195,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,83.4,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 83.4%.,,Same day / 2 working days,capacity_limit,,3.0,0.57,171296.72,0,BREACH,13.87,83.4
STM00202,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,85.4,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 85.4%.,,Same day / 2 working days,capacity_limit,2024-10-13,10.0,1.01,189903.12,0,BREACH,12.45,85.4
STM00207,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,82.91,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 82.9%.,,Same day / 2 working days,capacity_limit,2024-09-17,3.0,1.58,113347.05,0,BREACH,19.99,82.91
STM00208,Standard,"Liquidity Ratio Breach, LTD Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,9.46,45 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 9.5%.,,Same day / 2 working days,capacity_limit,2024-10-01,7.0,0.64,125575.51,0,BREACH,9.46,86.12
STM00209,Standard,"Liquidity Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,8.89,45 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 8.9%.,,Same day / 2 working days,capacity_limit,2024-10-18,8.0,1.6,109523.09,0,BREACH,8.89,74.64
STM00210,Standard,"Liquidity Ratio Breach, LTD Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,8.51,45 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 8.5%.,,Same day / 2 working days,capacity_limit,,15.0,1.2,172786.44,0,BREACH,8.51,87.49
STM00211,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,87.89,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 87.9%.,,Same day / 2 working days,capacity_limit,2024-11-16,6.0,1.6,87340.94,0,BREACH,12.07,87.89
STM00225,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,80.02,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 80.0%.,,Same day / 2 working days,capacity_limit,,17.0,0.4,128063.53,0,BREACH,18.69,80.02
STM00228,Standard,"Liquidity Ratio Breach, LTD Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,9.12,45 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 9.1%.,,Same day / 2 working days,capacity_limit,2024-11-14,16.0,0.87,112116.82,0,BREACH,9.12,80.06
STM00233,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,86.85,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 86.8%.,,Same day / 2 working days,capacity_limit,,1.0,0.97,109572.77,0,BREACH,13.24,86.85
STM00234,Standard,"Liquidity Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,9.73,45 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 9.7%.,,Same day / 2 working days,capacity_limit,,14.0,1.14,160524.7,0,BREACH,9.73,79.85
STM00241,Standard,"Liquidity Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,9.1,45 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 9.1%.,,Same day / 2 working days,capacity_limit,2024-11-06,,0.79,145405.1,0,BREACH,9.1,64.76
STM00242,Standard,"Liquidity Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,9.71,45 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 9.7%.,,Same day / 2 working days,capacity_limit,,14.0,1.46,83373.95,0,BREACH,9.71,75.38
STM00246,Standard,"Liquidity Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,9.92,45 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 9.9%.,,Same day / 2 working days,capacity_limit,,25.0,1.02,59452.87,0,BREACH,9.92,61.26
STM00250,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,87.42,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 87.4%.,,Same day / 2 working days,capacity_limit,2024-10-22,11.0,0.71,262198.87,0,BREACH,16.51,87.42
STM00260,Standard,"Liquidity Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,9.69,45 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 9.7%.,,Same day / 2 working days,capacity_limit,,7.0,1.19,212566.89,0,BREACH,9.69,72.14
STM00262,Standard,"Withdrawal Surge Alert, LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,83.9,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 83.9%.,,Same day / 2 working days,capacity_limit,,13.0,4.15,85651.65,0,BREACH,16.38,83.9
STM00263,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,86.53,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 86.5%.,,Same day / 2 working days,capacity_limit,2024-10-07,20.0,1.65,305194.97,0,BREACH,16.84,86.53
STM00267,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,85.93,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 85.9%.,,Same day / 2 working days,capacity_limit,,13.0,1.55,119250.43,0,BREACH,17.46,85.93
STM00270,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,81.03,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 81.0%.,,Same day / 2 working days,capacity_limit,,6.0,0.8,161450.64,0,BREACH,14.74,81.03
STM00271,Standard,"Liquidity Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,8.53,45 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 8.5%.,,Same day / 2 working days,capacity_limit,,,0.96,87750.34,0,BREACH,8.53,75.37
STM00278,Standard,"Withdrawal Surge Alert, LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,81.99,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 82.0%.,,Same day / 2 working days,capacity_limit,,,3.86,326666.08,0,BREACH,18.71,81.99
STM00290,Standard,"Liquidity Ratio Breach, LTD Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,9.19,45 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 9.2%.,,Same day / 2 working days,capacity_limit,,26.0,1.7,91253.09,0,BREACH,9.19,81.61
STM00292,Standard,"Liquidity Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,9.35,45 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 9.3%.,,Same day / 2 working days,capacity_limit,2024-09-11,14.0,1.28,117156.3,0,BREACH,9.35,73.08
STM00294,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,82.63,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 82.6%.,,Same day / 2 working days,capacity_limit,2024-11-14,23.0,1.36,112094.58,0,BREACH,20.88,82.63
STM00297,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,85.1,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 85.1%.,,Same day / 2 working days,capacity_limit,,20.0,1.22,147082.74,0,BREACH,14.08,85.1
STM00298,Standard,"Liquidity Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,9.39,45 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 9.4%.,,Same day / 2 working days,capacity_limit,,16.0,1.03,249518.29,0,BREACH,9.39,73.42
STM00299,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,81.92,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 81.9%.,,Same day / 2 working days,capacity_limit,2024-10-14,18.0,1.49,108825.69,0,BREACH,11.57,81.92
STM00305,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,85.21,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 85.2%.,,Same day / 2 working days,capacity_limit,2024-10-18,1.0,1.75,75392.36,0,BREACH,12.11,85.21
STM00308,Standard,"Liquidity Ratio Breach, LTD Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,8.93,45 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 8.9%.,,Same day / 2 working days,capacity_limit,2024-10-04,21.0,1.69,225289.19,0,BREACH,8.93,81.64
STM00309,Standard,"Liquidity Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,8.91,45 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 8.9%.,,Same day / 2 working days,capacity_limit,,11.0,0.65,100717.25,0,BREACH,8.91,64.8
STM00313,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,82.85,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 82.8%.,,Same day / 2 working days,capacity_limit,2024-09-27,10.0,0.57,217510.0,0,BREACH,17.96,82.85
STM00314,Standard,"Liquidity Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,9.68,45 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 9.7%.,,Same day / 2 working days,capacity_limit,2024-09-16,13.0,1.1,277375.83,0,BREACH,9.68,60.59
STM00322,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,81.66,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 81.7%.,,Same day / 2 working days,capacity_limit,,13.0,0.63,276501.07,0,BREACH,14.23,81.66
STM00323,Standard,"Liquidity Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,8.64,45 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 8.6%.,,Same day / 2 working days,capacity_limit,2024-11-12,8.0,0.9,222738.81,0,BREACH,8.64,65.47
STM00326,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,82.98,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 83.0%.,,Same day / 2 working days,capacity_limit,,16.0,1.01,354400.71,0,BREACH,19.71,82.98
STM00340,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,80.4,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 80.4%.,,Same day / 2 working days,capacity_limit,,24.0,1.02,169942.84,0,BREACH,18.68,80.4
STM00346,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,82.67,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 82.7%.,,Same day / 2 working days,capacity_limit,,12.0,1.64,48876.42,0,BREACH,15.45,82.67
STM00366,Standard,"Liquidity Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,9.3,45 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 9.3%.,,Same day / 2 working days,capacity_limit,,12.0,1.2,180327.74,0,BREACH,9.3,61.64
STM00372,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,82.14,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 82.1%.,,Same day / 2 working days,capacity_limit,,24.0,1.43,133188.14,0,BREACH,12.49,82.14
STM00377,Standard,"Liquidity Ratio Breach, PAR30 Escalation",regulatory_liquid_ratio_pct,9.19,45 days / WSI 2.0,0.0,LOW,1,False,,Treasury must rebalance liquid assets above 10% within 2 working days. Current: 9.2%.,,Same day / 2 working days,capacity_limit,2024-09-26,19.0,1.63,296224.29,0,BREACH,9.19,78.62
STM00378,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,82.44,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 82.4%.,,Same day / 2 working days,capacity_limit,2024-09-25,6.0,1.63,277724.71,0,BREACH,19.23,82.44
STM00380,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,87.0,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 87.0%.,,Same day / 2 working days,capacity_limit,2024-11-12,9.0,1.03,116579.76,0,BREACH,17.09,87.0
STM00385,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,80.98,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 81.0%.,,Same day / 2 working days,capacity_limit,,11.0,1.67,120441.95,0,BREACH,10.65,80.98
STM00386,Standard,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,83.88,45 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 83.9%.,,Same day / 2 working days,capacity_limit,2024-10-15,,1.11,140174.54,0,BREACH,14.24,83.88
STM00392,Basic,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,84.32,60 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 84.3%.,,Same day / 2 working days,capacity_limit,,24.0,0.63,50398.51,0,BREACH,17.96,84.32
STM00395,Basic,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,87.81,60 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 87.8%.,,Same day / 2 working days,capacity_limit,2024-11-23,9.0,1.22,72157.73,0,BREACH,10.79,87.81
STM00401,Basic,"LTD Ratio Breach, PAR30 Escalation",loan_to_deposit_ratio_pct,87.32,60 days / WSI 2.0,0.0,LOW,1,False,,Credit team must pause new disbursements immediately. LTD ratio: 87.3%.,,Same day / 2 working days,capacity_limit,,9.0,1.67,22193.47,0,BREACH,11.01,87.32
