member_id,snapshot_date,snapshot_date_raw,report_month,tier,monthly_contribution_kes,days_since_last_contribution,withdrawal_surge_index,payroll_confirmation_lag_days,savings_balance_kes,loan_outstanding_kes,par30_breach_flag,last_actioned_date,regulatory_liquid_ratio_pct,loan_to_deposit_ratio_pct
STM00110,2024-10-01,2024-10-01,2024-10-01,Standard,917.85,93.0,0.55,20,182198.4,214768.59,1,,14.9,72.98
STM00110,2024-11-01,2024-11-01,2024-11-01,Standard,255.14,114.0,0.49,42,182443.62,129880.17,1,2024-10-13,16.58,58.87
STM00110,2024-12-01,2024-12-01,2024-12-01,Standard,2095.36,58.0,0.56,15,184348.98,137948.9,1,,20.56,66.66
STM00111,2023-01-01,01/01/2023,2023-01-01,Standard,2714.83,3.0,0.54,39,58905.28,128500.93,0,,12.83,84.07
STM00111,2023-02-01,2023-02-01,2023-02-01,Standard,2491.39,,1.46,17,60589.38,47680.66,0,,18.61,58.3
STM00111,2023-03-01,2023-03-01,2023-03-01,Standard,2661.44,11.0,0.94,28,61661.08,117150.42,0,2023-01-19,12.94,78.33
STM00111,2023-04-01,2023-04-01,2023-04-01,Standard,2431.03,5.0,1.12,19,62876.95,126501.31,0,2023-01-15,17.32,68.44
STM00111,2023-05-01,2023-05-01,2023-05-01,Standard,2423.94,2.0,0.69,17,64093.27,48503.14,0,2023-04-30,18.32,79.44
STM00111,2023-06-01,2023-06-01,2023-06-01,Standard,2838.54,3.0,1.77,19,66458.88,44058.22,0,,12.91,79.46
STM00111,2023-07-01,01/07/2023,2023-07-01,Standard,2509.65,25.0,0.51,35,68058.75,69765.73,0,,16.56,74.84
STM00111,2023-08-01,2023-08-01,2023-08-01,Standard,2657.16,26.0,1.69,41,70671.52,69576.01,0,2023-07-06,21.8,72.89
STM00111,2023-09-01,2023-09-01,2023-09-01,Standard,2732.34,26.0,1.34,40,72390.04,124666.64,0,,9.63,85.22
STM00111,2023-10-01,2023-10-01,2023-10-01,Standard,2852.2,18.0,1.3,36,74725.64,112284.13,0,,20.35,63.11
STM00111,2023-11-01,2023-11-01,2023-11-01,Standard,2657.83,20.0,1.03,43,77039.05,53758.18,0,,11.51,82.75
STM00111,2023-12-01,2023-12-01,2023-12-01,Standard,2365.2,4.0,1.13,44,79164.23,98826.81,0,,12.08,76.81
STM00111,2024-01-01,01/01/2024,2024-01-01,Standard,2649.12,,1.65,42,81553.9,125219.24,0,2023-10-18,15.13,58.08
STM00111,2024-02-01,2024-02-01,2024-02-01,Standard,2381.99,21.0,1.34,23,83315.67,109663.14,0,2023-12-04,11.15,59.22
STM00111,2024-03-01,2024-03-01,2024-03-01,Standard,740.57,96.0,1.15,17,84049.83,82911.11,0,,14.17,58.75
STM00111,2024-04-01,2024-04-01,2024-04-01,Standard,617.55,52.0,1.37,36,84430.04,127330.27,0,2024-01-13,12.41,58.61
STM00111,2024-05-01,2024-05-01,2024-05-01,Standard,302.82,101.0,1.4,21,84687.41,115079.04,0,,19.9,66.52
STM00111,2024-06-01,2024-06-01,2024-06-01,Standard,85.44,81.0,0.92,23,84725.33,57849.94,1,,17.18,63.62
STM00111,2024-07-01,01/07/2024,2024-07-01,Standard,126.51,113.0,1.19,44,84779.9,93942.71,1,2024-06-10,10.34,61.48
STM00111,2024-08-01,2024-08-01,2024-08-01,Standard,766.52,110.0,0.78,41,85152.29,58781.92,1,2024-05-06,13.63,73.93
STM00111,2024-09-01,2024-09-01,2024-09-01,Standard,63.74,108.0,0.94,26,85191.47,98076.53,1,,20.79,74.68
STM00111,2024-10-01,2024-10-01,2024-10-01,Standard,305.22,101.0,0.93,34,85447.01,62355.04,1,,12.52,60.52
STM00111,2024-11-01,2024-11-01,2024-11-01,Standard,349.52,98.0,1.57,28,85790.74,74809.22,1,,17.6,83.6
STM00111,2024-12-01,2024-12-01,2024-12-01,Standard,39.86,117.0,1.11,43,85807.41,58131.66,1,2024-10-09,9.45,77.04
STM00112,2023-01-01,01/01/2023,2023-01-01,Standard,9044.43,2.0,1.38,5,77399.05,77327.17,0,,14.63,65.01
STM00112,2023-02-01,2023-02-01,2023-02-01,Standard,8020.38,16.0,1.17,5,84361.83,75281.25,0,2022-12-25,12.5,70.76
STM00112,2023-03-01,2023-03-01,2023-03-01,Standard,8357.41,2.0,1.43,4,89443.67,105656.88,0,2023-01-17,16.57,63.57
STM00112,2023-04-01,2023-04-01,2023-04-01,Standard,7034.68,,1.13,9,94819.95,86978.01,0,,21.19,60.36
STM00112,2023-05-01,2023-05-01,2023-05-01,Standard,7291.76,21.0,1.79,4,98295.2,70994.73,0,,17.4,77.09
STM00112,2023-06-01,2023-06-01,2023-06-01,Standard,7458.34,21.0,0.43,7,103522.58,137001.34,0,,20.9,74.6
STM00112,2023-07-01,01/07/2023,2023-07-01,Standard,8446.1,10.0,0.59,8,111645.56,52034.3,0,,21.72,78.34
STM00112,2023-08-01,2023-08-01,2023-08-01,Standard,7861.61,17.0,0.55,0,115430.04,127975.5,0,,17.37,72.41
STM00112,2023-09-01,2023-09-01,2023-09-01,Standard,7919.01,6.0,0.84,9,122720.55,103963.26,0,,13.06,86.47
STM00112,2023-10-01,2023-10-01,2023-10-01,Standard,7355.04,20.0,0.59,2,129515.59,158789.88,0,2023-08-31,12.16,77.35
STM00112,2023-11-01,2023-11-01,2023-11-01,Standard,7713.33,24.0,1.03,4,136504.07,163992.0,0,,19.37,83.21
STM00112,2023-12-01,2023-12-01,2023-12-01,Standard,6925.9,25.0,1.39,2,,163233.64,0,,18.87,55.68
STM00112,2024-01-01,01/01/2024,2024-01-01,Standard,8062.48,,1.38,2,150255.64,139156.28,0,2023-11-25,13.44,79.43
STM00112,2024-02-01,2024-02-01,2024-02-01,Standard,7597.77,1.0,1.71,0,153417.74,99790.84,0,,13.46,71.32
STM00112,2024-03-01,2024-03-01,2024-03-01,Standard,7867.64,5.0,1.25,2,157297.6,116242.88,0,,11.72,80.13
STM00112,2024-04-01,2024-04-01,2024-04-01,Standard,7329.4,16.0,1.69,1,164566.75,136996.44,0,2024-03-31,12.67,67.56
STM00112,2024-05-01,2024-05-01,2024-05-01,Standard,8834.95,11.0,0.9,7,173288.0,92291.32,0,,16.13,82.19
STM00112,2024-06-01,2024-06-01,2024-06-01,Standard,8472.14,12.0,0.71,6,181198.48,53892.53,0,2024-03-12,13.17,55.18
STM00112,2024-07-01,01/07/2024,2024-07-01,Standard,8428.47,23.0,1.12,2,189149.91,115241.97,0,,9.75,72.53
STM00112,2024-08-01,2024-08-01,2024-08-01,Standard,8483.04,11.0,1.23,8,196228.49,105538.43,0,,16.94,76.5
STM00112,2024-09-01,2024-09-01,2024-09-01,Standard,7041.42,19.0,1.31,7,199982.04,82812.87,0,2024-07-31,15.19,55.87
STM00112,2024-10-01,2024-10-01,2024-10-01,Standard,8115.97,6.0,1.16,5,206692.08,63170.9,0,2024-08-23,16.8,83.64
STM00112,2024-11-01,2024-11-01,2024-11-01,Standard,7778.16,24.0,1.13,4,211033.39,164243.05,0,,13.06,55.14
STM00112,2024-12-01,2024-12-01,2024-12-01,Standard,6827.11,18.0,1.79,7,216675.95,117004.27,0,,13.16,76.76
STM00113,2023-01-01,01/01/2023,2023-01-01,Standard,3744.26,7.0,0.73,9,66458.43,97596.69,0,,15.16,79.13
STM00113,2023-02-01,2023-02-01,2023-02-01,Standard,4063.23,14.0,0.7,0,68288.87,124488.69,0,,9.41,70.77
STM00113,2023-03-01,2023-03-01,2023-03-01,Standard,4217.65,25.0,0.43,2,70428.06,105939.59,0,,15.23,80.74
STM00113,2023-04-01,2023-04-01,2023-04-01,Standard,4821.82,8.0,0.71,2,72373.06,95533.7,0,,12.24,56.14
STM00113,2023-05-01,2023-05-01,2023-05-01,Standard,4717.1,26.0,0.66,2,75131.13,82404.38,0,,15.02,70.96
STM00113,2023-06-01,2023-06-01,2023-06-01,Standard,4856.81,1.0,1.74,4,77165.76,58371.0,0,,12.93,63.59
STM00113,2023-07-01,01/07/2023,2023-07-01,Standard,4200.24,,1.64,0,79565.72,48106.33,0,,10.68,68.73
STM00113,2023-08-01,2023-08-01,2023-08-01,Standard,4742.23,9.0,1.31,2,81770.25,101018.4,0,2023-05-23,17.26,74.51
STM00113,2023-09-01,2023-09-01,2023-09-01,Standard,4537.85,9.0,0.74,5,84052.43,140426.58,0,,11.52,63.09
STM00113,2023-10-01,2023-10-01,2023-10-01,Standard,4435.11,3.0,1.73,8,86994.89,110825.63,0,2023-07-16,21.94,83.81
STM00113,2023-11-01,2023-11-01,2023-11-01,Standard,4738.52,16.0,1.65,0,89014.88,57743.18,0,2023-08-05,20.25,66.98
STM00113,2023-12-01,2023-12-01,2023-12-01,Standard,4943.58,,1.36,8,92559.94,86771.62,0,,21.97,57.14
STM00113,2024-01-01,01/01/2024,2024-01-01,Standard,3828.63,17.0,0.53,5,96198.98,50929.85,0,2023-11-16,13.03,64.68
STM00113,2024-02-01,2024-02-01,2024-02-01,Standard,4587.67,,0.79,6,98763.43,100049.89,0,,15.31,87.59
STM00113,2024-03-01,2024-03-01,2024-03-01,Standard,4782.74,2.0,0.64,6,103299.32,70743.94,0,,15.82,80.78
STM00113,2024-04-01,2024-04-01,2024-04-01,Standard,4511.59,16.0,0.79,2,107370.41,113957.25,0,2024-01-10,21.15,84.77
STM00113,2024-05-01,2024-05-01,2024-05-01,Standard,4756.25,13.0,1.76,3,111343.59,101517.92,0,,9.0,77.14
STM00113,2024-06-01,2024-06-01,2024-06-01,Standard,4351.62,14.0,1.72,5,113844.84,114184.62,0,,12.77,70.47
STM00113,2024-07-01,01/07/2024,2024-07-01,Standard,4870.61,18.0,1.71,9,118303.9,75842.34,0,,8.84,58.65
STM00113,2024-08-01,2024-08-01,2024-08-01,Standard,3889.01,6.0,1.47,3,121909.71,105820.49,0,,19.55,58.15
STM00113,2024-09-01,2024-09-01,2024-09-01,Standard,4941.99,4.0,1.33,3,125070.72,130384.98,0,2024-06-22,19.9,84.34
STM00113,2024-10-01,2024-10-01,2024-10-01,Standard,3799.9,15.0,1.74,5,127707.43,146042.87,0,2024-08-11,21.49,82.43
STM00113,2024-11-01,2024-11-01,2024-11-01,Standard,4275.94,3.0,1.58,9,130049.03,121484.77,0,,21.7,63.01
STM00113,2024-12-01,2024-12-01,2024-12-01,Standard,4794.11,11.0,0.68,0,131979.79,103765.7,0,2024-11-01,16.96,86.06
STM00114,2023-01-01,01/01/2023,2023-01-01,Standard,4586.59,17.0,1.28,5,,366310.37,0,,14.32,68.53
STM00114,2023-02-01,2023-02-01,2023-02-01,Standard,3863.75,14.0,0.73,2,189622.76,360173.98,0,,21.88,62.41
STM00114,2023-03-01,2023-03-01,2023-03-01,Standard,3804.06,15.0,0.97,5,192776.08,162952.18,0,,10.3,84.17
STM00114,2023-04-01,2023-04-01,2023-04-01,Standard,4276.51,5.0,0.74,0,195599.58,231913.57,0,,10.86,69.45
STM00114,2023-05-01,2023-05-01,2023-05-01,Standard,4865.35,6.0,0.87,8,199690.42,413145.87,0,2023-03-08,15.53,72.65
STM00114,2023-06-01,2023-06-01,2023-06-01,Standard,4731.99,13.0,1.6,1,201627.06,312783.15,0,2023-05-12,21.34,72.85
STM00114,2023-07-01,01/07/2023,2023-07-01,Standard,3945.84,25.0,1.75,6,204460.09,418118.14,0,,18.79,75.03
STM00114,2023-08-01,2023-08-01,2023-08-01,Standard,4711.85,20.0,0.45,1,206579.89,206656.38,0,,17.55,72.1
STM00114,2023-09-01,2023-09-01,2023-09-01,Standard,4876.37,11.0,0.87,3,208590.97,252803.54,0,,8.75,65.13
STM00114,2023-10-01,2023-10-01,2023-10-01,Standard,4114.4,21.0,0.67,2,212569.93,273201.35,0,2023-09-26,10.44,63.98
STM00114,2023-11-01,2023-11-01,2023-11-01,Standard,4113.85,8.0,1.58,4,216039.38,384390.64,0,2023-10-23,9.88,85.28
STM00114,2023-12-01,2023-12-01,2023-12-01,Standard,3799.57,3.0,1.18,3,218088.23,318830.74,0,,20.61,57.91
STM00114,2024-01-01,01/01/2024,2024-01-01,Standard,4910.15,19.0,1.11,8,220308.24,342627.6,0,,10.28,81.91
STM00114,2024-02-01,2024-02-01,2024-02-01,Standard,3697.53,16.0,1.77,3,223247.01,362064.55,0,2024-01-01,16.8,59.35
STM00114,2024-03-01,2024-03-01,2024-03-01,Standard,4526.92,7.0,0.79,0,225624.34,140768.39,0,,12.53,70.38
STM00114,2024-04-01,2024-04-01,2024-04-01,Standard,4624.14,,1.13,2,229470.35,262934.05,0,,10.65,57.17
STM00114,2024-05-01,2024-05-01,2024-05-01,Standard,4919.2,10.0,1.15,3,233489.04,187321.19,0,,18.58,67.85
STM00114,2024-06-01,2024-06-01,2024-06-01,Standard,3962.05,9.0,1.65,2,237374.72,409505.86,0,,12.47,55.37
STM00114,2024-07-01,01/07/2024,2024-07-01,Standard,3719.91,20.0,1.68,1,239157.75,240060.0,0,2024-05-06,21.34,56.7
STM00114,2024-08-01,2024-08-01,2024-08-01,Standard,3677.17,,1.56,8,242519.13,287664.79,0,,11.12,83.11
STM00114,2024-09-01,2024-09-01,2024-09-01,Standard,3943.01,6.0,0.53,2,,396058.29,0,,17.97,66.74
STM00114,2024-10-01,2024-10-01,2024-10-01,Standard,3748.22,22.0,0.53,0,247035.32,397307.59,0,,13.21,87.56
STM00114,2024-11-01,2024-11-01,2024-11-01,Standard,4110.78,26.0,1.34,8,250948.47,414652.13,0,,17.01,85.44
STM00114,2024-12-01,2024-12-01,2024-12-01,Standard,4547.28,12.0,1.35,9,255246.58,382178.52,0,,13.24,85.51
STM00115,2023-01-01,01/01/2023,2023-01-01,Standard,4695.35,,0.76,3,57480.31,107560.97,0,2022-11-18,21.25,56.44
STM00115,2023-02-01,2023-02-01,2023-02-01,Standard,4789.35,16.0,1.5,4,62034.14,99663.96,0,,14.41,65.58
STM00115,2023-03-01,2023-03-01,2023-03-01,Standard,5151.47,8.0,0.87,3,66130.96,58808.84,0,,14.89,81.96
STM00115,2023-04-01,2023-04-01,2023-04-01,Standard,4750.36,,0.81,7,70396.63,94640.74,0,,10.17,79.5
STM00115,2023-05-01,2023-05-01,2023-05-01,Standard,5167.13,,1.51,8,75210.26,84323.77,0,,12.88,69.66
STM00115,2023-06-01,2023-06-01,2023-06-01,Standard,4372.57,,1.04,2,77302.62,95070.26,0,,16.11,68.04
STM00115,2023-07-01,01/07/2023,2023-07-01,Standard,4369.79,16.0,0.58,6,79362.14,44561.9,0,,14.21,80.79
STM00115,2023-08-01,2023-08-01,2023-08-01,Standard,3956.02,7.0,1.59,2,82359.38,111011.32,0,2023-06-24,10.56,60.52
STM00115,2023-09-01,2023-09-01,2023-09-01,Standard,4052.29,16.0,1.52,7,85888.06,65474.51,0,,13.92,70.72
STM00115,2023-10-01,2023-10-01,2023-10-01,Standard,4629.9,26.0,0.88,4,89797.81,74622.84,0,2023-09-07,21.26,80.7
STM00115,2023-11-01,2023-11-01,2023-11-01,Standard,5174.0,8.0,1.25,8,93194.11,63075.42,0,,14.77,69.02
STM00115,2023-12-01,2023-12-01,2023-12-01,Standard,4230.96,23.0,0.93,1,96672.59,94335.03,0,,19.37,86.06
STM00115,2024-01-01,01/01/2024,2024-01-01,Standard,4650.93,21.0,1.67,4,98826.31,47944.06,0,,17.22,77.93
STM00115,2024-02-01,2024-02-01,2024-02-01,Standard,4455.33,26.0,0.6,9,101320.26,97094.43,0,2024-01-30,15.62,83.07
STM00115,2024-03-01,2024-03-01,2024-03-01,Standard,4855.62,24.0,0.52,0,103648.54,111468.43,0,,9.51,68.65
STM00115,2024-04-01,2024-04-01,2024-04-01,Standard,4903.54,22.0,0.49,1,107365.22,97342.58,0,2024-03-27,13.69,72.3
STM00115,2024-05-01,2024-05-01,2024-05-01,Standard,4586.87,21.0,1.37,6,110891.28,98203.7,0,,20.71,69.81
STM00115,2024-06-01,2024-06-01,2024-06-01,Standard,3835.68,23.0,1.7,1,113905.54,106243.58,0,,10.39,71.45
STM00115,2024-07-01,01/07/2024,2024-07-01,Standard,5059.44,18.0,1.77,7,118818.17,46925.23,0,2024-04-26,12.98,55.13
STM00115,2024-08-01,2024-08-01,2024-08-01,Standard,4391.23,16.0,0.79,4,120759.66,66253.24,0,,15.08,63.71
STM00115,2024-09-01,2024-09-01,2024-09-01,Standard,3833.18,27.0,1.73,2,,66386.36,0,2024-07-03,18.9,61.05
STM00115,2024-10-01,2024-10-01,2024-10-01,Standard,5049.1,20.0,1.51,9,125018.23,105082.07,0,2024-08-07,18.66,80.37
STM00115,2024-11-01,2024-11-01,2024-11-01,Standard,3947.76,2.0,0.83,1,126804.29,79469.67,0,,12.71,59.09
STM00115,2024-12-01,2024-12-01,2024-12-01,Standard,3841.13,21.0,1.51,7,129243.86,67982.76,0,,12.45,61.97
STM00116,2023-01-01,01/01/2023,2023-01-01,Standard,6183.07,23.0,0.7,9,65517.41,109946.42,0,2022-10-12,17.23,60.88
STM00116,2023-02-01,2023-02-01,2023-02-01,Standard,6136.25,14.0,1.49,7,69497.48,48570.07,0,,9.38,66.82
STM00116,2023-03-01,2023-03-01,2023-03-01,Standard,6071.41,12.0,0.53,1,73572.33,88861.57,0,,16.76,84.34
STM00116,2023-04-01,2023-04-01,2023-04-01,Standard,5979.76,6.0,1.33,3,79353.55,85923.17,0,,18.94,72.79
STM00116,2023-05-01,2023-05-01,2023-05-01,Standard,5731.94,16.0,0.68,1,,79746.14,0,,13.05,61.13
STM00116,2023-06-01,2023-06-01,2023-06-01,Standard,4898.6,23.0,0.93,9,87922.25,140808.74,0,,13.72,79.79
STM00116,2023-07-01,01/07/2023,2023-07-01,Standard,4995.02,5.0,1.34,0,90891.13,110791.35,0,,14.49,64.71
STM00116,2023-08-01,2023-08-01,2023-08-01,Standard,4957.02,24.0,0.86,5,94707.48,145408.0,0,,20.0,75.3
STM00116,2023-09-01,2023-09-01,2023-09-01,Standard,5415.2,3.0,0.89,4,99134.86,49751.18,0,2023-06-18,11.71,62.8
STM00116,2023-10-01,2023-10-01,2023-10-01,Standard,6035.84,7.0,0.81,9,103736.83,143644.86,0,,11.48,59.45
STM00116,2023-11-01,2023-11-01,2023-11-01,Standard,5956.61,9.0,0.81,0,106240.39,62300.44,0,,20.09,72.33
STM00116,2023-12-01,2023-12-01,2023-12-01,Standard,5958.86,3.0,1.63,3,108719.47,49272.24,0,,12.08,82.18
STM00116,2024-01-01,01/01/2024,2024-01-01,Standard,5460.64,12.0,1.0,0,111392.46,127900.46,0,,17.53,83.73
STM00116,2024-02-01,2024-02-01,2024-02-01,Standard,5482.79,,1.74,5,116606.86,119270.9,0,,11.73,64.6
STM00116,2024-03-01,2024-03-01,2024-03-01,Standard,5758.38,23.0,1.37,3,120253.03,56458.94,0,,9.45,60.37
STM00116,2024-04-01,2024-04-01,2024-04-01,Standard,4689.22,13.0,0.42,7,122581.73,66306.78,0,,11.2,62.64
STM00116,2024-05-01,2024-05-01,2024-05-01,Standard,5697.69,,1.59,2,124913.89,94598.48,0,,20.57,65.66
STM00116,2024-06-01,2024-06-01,2024-06-01,Standard,5741.95,25.0,1.53,3,130062.56,85525.16,0,,12.27,82.29
STM00116,2024-07-01,01/07/2024,2024-07-01,Standard,6102.43,7.0,0.93,5,133959.12,104251.5,0,,21.15,87.62
STM00116,2024-08-01,2024-08-01,2024-08-01,Standard,5994.27,23.0,1.8,5,138077.19,89417.49,0,,16.5,60.6
STM00116,2024-09-01,2024-09-01,2024-09-01,Standard,5768.54,,0.53,6,141558.85,87048.1,0,2024-07-08,10.36,64.39
STM00116,2024-10-01,2024-10-01,2024-10-01,Standard,5649.71,11.0,0.55,2,146422.75,92709.26,0,,9.02,67.38
STM00116,2024-11-01,2024-11-01,2024-11-01,Standard,5460.56,12.0,0.79,8,149211.88,145510.15,0,,12.03,58.87
STM00116,2024-12-01,2024-12-01,2024-12-01,Standard,4747.19,14.0,0.78,2,153239.18,140748.21,0,2024-10-08,21.48,69.16
STM00117,2023-01-01,01/01/2023,2023-01-01,Standard,4098.87,1.0,1.55,0,122115.46,145385.5,0,,19.47,70.53
STM00117,2023-02-01,2023-02-01,2023-02-01,Standard,4625.29,24.0,0.61,5,124223.48,90236.79,0,2023-01-29,13.37,84.26
STM00117,2023-03-01,2023-03-01,2023-03-01,Standard,3757.0,22.0,0.92,8,127853.03,271007.75,0,,14.08,62.11
STM00117,2023-04-01,2023-04-01,2023-04-01,Standard,3575.55,4.0,1.27,1,130245.88,134080.66,0,2023-03-01,9.26,81.28
STM00117,2023-05-01,2023-05-01,2023-05-01,Standard,4447.09,26.0,1.2,5,133790.61,201333.42,0,2023-02-08,18.33,80.99
STM00117,2023-06-01,2023-06-01,2023-06-01,Standard,3676.99,4.0,1.65,0,137294.33,199058.56,0,,13.83,79.62
STM00117,2023-07-01,01/07/2023,2023-07-01,Standard,3691.07,24.0,1.54,4,140147.82,249694.59,0,2023-04-20,11.87,62.59
STM00117,2023-08-01,2023-08-01,2023-08-01,Standard,4620.54,27.0,0.65,9,142223.7,238272.73,0,2023-05-28,11.07,82.46
STM00117,2023-09-01,2023-09-01,2023-09-01,Standard,3612.88,24.0,1.3,3,143748.09,105390.59,0,,9.69,63.75
STM00117,2023-10-01,2023-10-01,2023-10-01,Standard,4076.93,17.0,1.38,0,145777.39,214516.56,0,,9.4,56.16
STM00117,2023-11-01,2023-11-01,2023-11-01,Standard,3931.11,25.0,1.17,8,148359.24,188311.61,0,,19.72,55.36
STM00117,2023-12-01,2023-12-01,2023-12-01,Standard,4637.55,7.0,1.24,5,152856.99,159141.71,0,,21.75,65.63
STM00117,2024-01-01,01/01/2024,2024-01-01,Standard,4540.21,14.0,1.11,6,154930.35,167505.67,0,2023-12-05,13.55,74.62
STM00117,2024-02-01,2024-02-01,2024-02-01,Standard,4499.57,6.0,0.45,1,157719.58,150678.9,0,2023-11-22,13.44,55.34
STM00117,2024-03-01,2024-03-01,2024-03-01,Standard,4175.32,15.0,1.65,5,161416.66,240590.99,0,,15.19,70.58
STM00117,2024-04-01,2024-04-01,2024-04-01,Standard,4522.07,21.0,1.71,1,164619.95,275949.83,0,,11.34,57.49
STM00117,2024-05-01,2024-05-01,2024-05-01,Standard,3626.52,26.0,1.36,8,,227303.49,0,2024-04-16,21.44,66.71
STM00117,2024-06-01,2024-06-01,2024-06-01,Standard,4695.36,23.0,0.78,7,,252266.21,0,2024-05-12,20.29,59.35
STM00117,2024-07-01,01/07/2024,2024-07-01,Standard,4676.35,14.0,0.77,6,173616.75,249223.88,0,2024-06-10,16.5,77.44
STM00117,2024-08-01,2024-08-01,2024-08-01,Standard,4472.76,13.0,1.05,7,176046.17,93352.26,0,2024-05-07,19.94,59.9
STM00117,2024-09-01,2024-09-01,2024-09-01,Standard,4656.66,9.0,0.74,3,178248.51,94716.63,0,,12.74,85.83
STM00117,2024-10-01,2024-10-01,2024-10-01,Standard,4312.15,19.0,0.94,1,182462.79,192914.53,0,2024-09-30,13.85,84.27
STM00117,2024-11-01,2024-11-01,2024-11-01,Standard,4313.82,8.0,1.34,7,184570.9,102246.66,0,,14.07,82.18
STM00117,2024-12-01,2024-12-01,2024-12-01,Standard,3723.58,17.0,0.64,7,186635.83,117952.17,0,,15.39,64.55
STM00118,2023-01-01,01/01/2023,2023-01-01,Standard,8103.04,12.0,1.29,4,180448.89,211872.41,0,,13.12,56.7
STM00118,2023-02-01,2023-02-01,2023-02-01,Standard,8137.76,23.0,0.63,4,188308.15,300776.7,0,2022-12-13,9.33,56.74
STM00118,2023-03-01,2023-03-01,2023-03-01,Standard,7143.01,,1.47,2,194992.51,147344.93,0,,20.98,85.04
STM00118,2023-04-01,2023-04-01,2023-04-01,Standard,8517.95,25.0,1.13,7,202257.71,411871.87,0,2023-01-11,15.59,71.05
STM00118,2023-05-01,2023-05-01,2023-05-01,Standard,7324.08,10.0,0.99,6,207851.25,301175.92,0,,11.44,82.99
STM00118,2023-06-01,2023-06-01,2023-06-01,Standard,6531.52,10.0,1.13,5,211601.17,248986.57,0,,20.04,61.65
STM00118,2023-07-01,01/07/2023,2023-07-01,Standard,8111.71,6.0,1.18,0,218301.03,311490.46,0,,18.82,81.88
STM00118,2023-08-01,2023-08-01,2023-08-01,Standard,6724.94,20.0,0.95,7,223383.16,188729.85,0,,20.15,66.07
STM00118,2023-09-01,2023-09-01,2023-09-01,Standard,6737.41,27.0,0.97,8,228130.26,297650.61,0,,11.76,81.14
STM00118,2023-10-01,2023-10-01,2023-10-01,Standard,7437.81,17.0,1.36,0,231128.9,270418.28,0,,11.36,87.28
STM00118,2023-11-01,2023-11-01,2023-11-01,Standard,8360.92,1.0,1.42,4,235563.77,251728.34,0,2023-09-21,16.21,74.51
STM00118,2023-12-01,2023-12-01,2023-12-01,Standard,7158.5,,0.96,7,242443.2,228215.13,0,2023-09-17,9.93,60.68
STM00118,2024-01-01,01/01/2024,2024-01-01,Standard,7373.94,8.0,0.87,2,246549.73,160872.24,0,2023-10-17,14.65,64.18
STM00118,2024-02-01,2024-02-01,2024-02-01,Standard,8501.86,22.0,0.61,2,251127.19,415101.41,0,,20.71,67.03
STM00118,2024-03-01,2024-03-01,2024-03-01,Standard,6723.55,21.0,0.58,1,256343.36,289146.91,0,,9.58,80.83
STM00118,2024-04-01,2024-04-01,2024-04-01,Standard,7057.61,15.0,1.38,0,260248.45,243008.07,0,,20.83,87.41
STM00118,2024-05-01,2024-05-01,2024-05-01,Standard,6541.87,8.0,1.73,8,263123.29,155128.56,0,2024-03-13,20.17,75.19
STM00118,2024-06-01,2024-06-01,2024-06-01,Standard,6650.54,26.0,1.42,0,266774.63,369047.81,0,,9.7,77.79
STM00118,2024-07-01,01/07/2024,2024-07-01,Standard,7540.81,8.0,0.94,2,272791.98,367183.03,0,,13.68,78.94
STM00118,2024-08-01,2024-08-01,2024-08-01,Standard,8140.38,24.0,0.54,0,280179.65,291235.89,0,2024-07-04,17.84,65.6
STM00118,2024-09-01,2024-09-01,2024-09-01,Standard,7281.17,2.0,0.54,6,286526.96,182144.98,0,2024-08-28,9.68,71.32
STM00118,2024-10-01,2024-10-01,2024-10-01,Standard,7697.34,25.0,0.97,5,292946.67,336647.54,0,,20.87,71.06
STM00118,2024-11-01,2024-11-01,2024-11-01,Standard,7028.24,1.0,1.73,0,299374.0,226646.67,0,,12.78,78.44
STM00118,2024-12-01,2024-12-01,2024-12-01,Standard,8230.03,11.0,1.54,8,305040.33,146978.07,0,2024-09-23,10.57,60.18
STM00119,2023-01-01,01/01/2023,2023-01-01,Standard,5030.79,22.0,1.53,17,127581.95,278008.89,0,2022-11-25,10.71,61.77
STM00119,2023-02-01,2023-02-01,2023-02-01,Standard,4799.59,4.0,1.46,24,129526.44,155228.2,0,,20.48,63.97
STM00119,2023-03-01,2023-03-01,2023-03-01,Standard,5257.16,20.0,1.1,41,132751.44,210649.96,0,2023-01-21,12.55,85.18
STM00119,2023-04-01,2023-04-01,2023-04-01,Standard,4757.05,27.0,1.29,24,137198.49,108256.31,0,,14.76,71.22
STM00119,2023-05-01,2023-05-01,2023-05-01,Standard,5357.5,26.0,0.78,44,140980.21,193893.27,0,2023-04-23,17.91,69.49
STM00119,2023-06-01,2023-06-01,2023-06-01,Standard,4543.77,,1.15,18,144464.95,111971.49,0,,16.42,59.07
STM00119,2023-07-01,01/07/2023,2023-07-01,Standard,4086.96,5.0,1.3,19,,260859.95,0,2023-06-20,21.83,60.25
STM00119,2023-08-01,2023-08-01,2023-08-01,Standard,4037.81,23.0,1.24,32,148692.46,289358.13,0,2023-07-28,19.04,64.41
STM00119,2023-09-01,2023-09-01,2023-09-01,Standard,4546.01,25.0,1.63,31,,145225.58,0,,17.9,60.31
STM00119,2023-10-01,2023-10-01,2023-10-01,Standard,4882.1,15.0,0.63,35,155517.94,219720.16,0,2023-09-10,17.55,81.92
